NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank,ano,diffMediaAno,medPerguntaAno
História (Bacharelado) (313449),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.8,15,13,2014,0.26,4.54
Engenharia Química (13441),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.8,64,13,2014,0.16,4.64
Química (Licenciatura) (99808),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.79,24,15,2014,0.08,4.72
Química (Licenciatura) (99808),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,4.79,24,9,2014,0.62,4.17
Engenharia Civil (13439),UFCG,PB,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,4.79,105,6,2014,1.43,3.36
Engenharia (1106561),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,4.79,19,26,2014,-0.39,5.18
História (Licenciatura) (13405),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",4.79,114,7,2014,0.76,4.03
Engenharia Elétrica (13438),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,4.79,132,25,2014,-0.53,5.31
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.79,75,21,2014,-0.18,4.97
Engenharia de Produção (79570),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.79,28,14,2014,0.06,4.73
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.78,55,12,2014,0.16,4.62
Letras-Português (13450),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.78,27,21,2014,-0.32,5.1
Engenharia (13445),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.78,49,9,2014,0.47,4.31
Engenharia (13445),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.78,49,20,2014,-0.25,5.02
Engenharia (13445),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.78,49,14,2014,0.23,4.54
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.77,75,21,2014,-0.23,5
Ciências Sociais (Bacharelado) (313436),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.77,22,19,2014,-0.18,4.96
Engenharia de Produção (79570),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,4.77,26,20,2014,-0.2,4.96
Engenharia Mecânica (13442),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",4.77,78,26,2014,-0.54,5.31
Letras-Português (13420),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",4.77,26,8,2014,0.74,4.03
História (Licenciatura) (13449),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.77,90,21,2014,-0.25,5.02
Ciências Sociais (Licenciatura) (13436),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.76,34,20,2014,-0.23,5
Ciências Sociais (Licenciatura) (13436),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.76,33,21,2014,-0.33,5.08
Engenharia Mecânica (13442),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.76,78,22,2014,-0.37,5.13
Engenharia Elétrica (13438),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.76,127,20,2014,-0.2,4.96
História (Licenciatura) (13449),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.76,90,19,2014,-0.1,4.86
Engenharia Química (13441),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.75,65,24,2014,-0.36,5.11
Ciências Sociais (Bacharelado) (313436),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.75,24,22,2014,-0.27,5.02
Engenharia (1106561),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.75,20,21,2014,-0.21,4.96
Engenharia de Alimentos (112294),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.75,36,15,2014,0.21,4.54
Engenharia de Produção (79570),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,4.75,28,26,2014,-0.56,5.31
Letras-Português (13450),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.75,28,23,2014,-0.38,5.13
Engenharia Mecânica (13442),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,4.75,79,24,2014,-0.47,5.21
Ciências Sociais (Licenciatura) (13436),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.74,35,22,2014,-0.26,5
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.74,54,5,2014,0.59,4.15
Música (Licenciatura) (118630),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.73,15,24,2014,-0.4,5.13
História (Bacharelado) (313449),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.73,15,16,2014,0.02,4.72
Engenharia Mecânica (13442),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.72,79,23,2014,-0.28,5
Engenharia Química (13441),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",4.72,64,27,2014,-0.48,5.2
Engenharia Elétrica (13438),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.72,131,18,2014,-0.2,4.92
Engenharia Elétrica (13438),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.72,131,17,2014,0,4.72
Engenharia Mecânica (13442),UFCG,PB,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,4.72,74,7,2014,1.35,3.36
Engenharia Civil (13439),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,4.71,108,27,2014,-0.6,5.31
Engenharia Elétrica (13438),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,4.71,131,10,2014,0.54,4.17
História (Licenciatura) (13405),UFCG,PB,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",4.71,113,6,2014,0.58,4.13
Geografia (Licenciatura) (120777),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.71,51,13,2014,0.08,4.62
Engenharia de Produção (79570),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,4.7,27,27,2014,-0.48,5.18
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.7,74,14,2014,0.07,4.64
Geografia (Licenciatura) (13407),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.7,84,19,2014,-0.22,4.92
Geografia (Licenciatura) (13407),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.69,85,18,2014,-0.02,4.72
Engenharia (1106561),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,4.69,16,27,2014,-0.65,5.34
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.68,19,7,2014,0.56,4.12
Engenharia Mecânica (13442),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.68,78,25,2014,-0.43,5.11
Engenharia Química (13441),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.68,65,14,2014,0.06,4.62
Engenharia (118562),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,4.68,34,25,2014,-0.54,5.21
Engenharia (118562),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,4.68,34,29,2014,-0.75,5.43
Ciências Sociais (Licenciatura) (13436),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,4.68,34,26,2014,-0.54,5.21
Pedagogia (Licenciatura) (13452),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.68,37,15,2014,0.05,4.62
Letras-Português (Licenciatura) (1160083),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",4.67,18,9,2014,0.63,4.03
Engenharia de Produção (79570),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,4.67,27,26,2014,-0.57,5.24
Música (Licenciatura) (118630),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.67,15,23,2014,-0.35,5.02
Engenharia Química (13441),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,4.66,64,11,2014,0.48,4.17
História (Licenciatura) (13449),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.66,87,20,2014,-0.26,4.92
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.65,75,14,2014,-0.06,4.71
Engenharia (13445),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,4.65,49,13,2014,0.2,4.46
Ciências Sociais (Bacharelado) (313436),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,4.65,23,29,2014,-0.74,5.4
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.65,69,15,2014,-0.08,4.73
Engenharia Civil (13439),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.65,106,21,2014,-0.27,4.92
Engenharia (1106561),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.65,20,16,2014,0.03,4.62
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,46,Curso em geral,A instituição ofereceu oportunidades para os estudantes atuarem como representantes em órgãos colegiados.,4.65,57,6,2014,0.44,4.21
Ciências Sociais (Licenciatura) (13436),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.65,34,25,2014,-0.48,5.13
Engenharia (118562),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.65,34,16,2014,-0.08,4.73
Engenharia Química (13441),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.65,65,22,2014,-0.27,4.92
Letras-Português (13450),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.64,28,17,2014,-0.09,4.73
Engenharia Química (13441),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.64,64,24,2014,-0.38,5.02
Engenharia de Alimentos (112294),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.64,36,22,2014,-0.32,4.96
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.64,74,8,2014,0.51,4.12
